,name/official_full,bio/birthday,bio/gender,address,contact_form,url,phone,party,dateInOffice,endOfTerm,yearsInCongress,state,district,office,position
329,Michael K. Simpson,9/8/50,M,2312 Rayburn HOB; Washington DC 20515-1202,http://simpson.house.gov/contact/,http://simpson.house.gov,202-225-5531,Republican,1/6/99,1/3/17,18.0,ID,3.0,2312 Rayburn House Office Building,rep
330,Albio Sires,1/26/51,M,2342 Rayburn HOB; Washington DC 20515-3008,https://sires.house.gov/contact-me/email-me,http://sires.house.gov,202-225-7919,Democrat,11/13/06,1/3/17,12.0,NJ,9.0,2342 Rayburn House Office Building,rep
331,Louise McIntosh Slaughter,8/14/29,F,2469 Rayburn HOB; Washington DC 20515-3225,https://louise.house.gov/contact-louise,https://louise.house.gov,202-225-3615,Democrat,1/6/87,1/3/17,30.0,NY,26.0,2469 Rayburn House Office Building,rep
332,Adam Smith,6/15/65,M,2264 Rayburn HOB; Washington DC 20515-4709,https://adamsmith.house.gov/contact/contactform.htm,https://adamsmith.house.gov,202-225-8901,Democrat,1/7/97,1/3/17,20.0,WA,10.0,2264 Rayburn House Office Building,rep
333,Adrian Smith,12/19/70,M,2241 Rayburn HOB; Washington DC 20515-2703,https://adriansmith.house.gov/contact-me/email-me,http://adriansmith.house.gov,202-225-6435,Republican,1/4/07,1/3/17,10.0,NE,4.0,2241 Rayburn House Office Building,rep
334,Christopher H. Smith,3/4/53,M,2373 Rayburn HOB; Washington DC 20515-3004,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,202-225-3765,Republican,1/5/81,1/3/17,36.0,NJ,5.0,2373 Rayburn House Office Building,rep
335,Lamar Smith,11/19/47,M,2409 Rayburn HOB; Washington DC 20515-4321,http://lamarsmith.house.gov/contact/email-lamar,http://lamarsmith.house.gov,202-225-4236,Republican,1/6/87,1/3/17,30.0,TX,22.0,2409 Rayburn House Office Building,rep
336,Jackie Speier,5/14/50,F,2465 Rayburn HOB; Washington DC 20515-0514,https://forms.house.gov/speier/webforms/email_jackie.shtml,http://speier.house.gov,202-225-3531,Democrat,4/8/08,1/3/17,10.0,CA,15.0,2465 Rayburn House Office Building,rep
337,Steve Stivers,3/24/65,M,1022 Longworth HOB; Washington DC 20515-3515,https://stivers.house.gov/forms/writeyourrep/,http://stivers.house.gov,202-225-2015,Republican,1/5/11,1/3/17,6.0,OH,16.0,1022 Longworth House Office Building,rep
338,Marlin A. Stutzman,8/31/76,M,2418 Rayburn HOB; Washington DC 20515-1403,http://stutzman.house.gov/contacts/new,http://stutzman.house.gov,202-225-4436,Republican,11/16/10,1/3/17,8.0,IN,4.0,2418 Rayburn House Office Building,rep
339,Linda T. SÃƒÂ¡nchez,1/28/69,F,2329 Rayburn HOB; Washington DC 20515-0538,https://forms.house.gov/lindasanchez/webforms/issue_subscribe.htm,https://lindasanchez.house.gov,202-225-6676,Democrat,1/7/03,1/3/17,14.0,CA,39.0,2329 Rayburn House Office Building,rep
340,Bennie G. Thompson,1/28/48,M,2466 Rayburn HOB; Washington DC 20515-2402,https://forms.house.gov/benniethompson/contact-form.shtml,http://benniethompson.house.gov,202-225-5876,Democrat,4/13/93,1/3/17,24.0,MS,3.0,2466 Rayburn House Office Building,rep
341,Mike Thompson,1/24/51,M,231 Cannon HOB; Washington DC 20515-0505,https://mikethompson.house.gov/contact/email-me,http://mikethompson.house.gov,202-225-3311,Democrat,1/6/99,1/3/17,18.0,CA,6.0,231 Cannon House Office Building,rep
342,Glenn Thompson,7/27/59,M,124 Cannon HOB; Washington DC 20515-3805,https://thompson.house.gov/contact-me/email-me,http://thompson.house.gov,202-225-5121,Republican,1/6/09,1/3/17,8.0,PA,6.0,124 Cannon House Office Building,rep
343,Mac Thornberry,7/15/58,M,2208 Rayburn HOB; Washington DC 20515-4313,https://thornberry.house.gov/forms/writeyourrep/,http://thornberry.house.gov,202-225-3706,Republican,1/4/95,1/3/17,22.0,TX,14.0,2208 Rayburn House Office Building,rep
344,John Thune,1/7/61,M,511 Dirksen Senate Office Building Washington DC 20510,http://www.thune.senate.gov/public/index.cfm/contact,http://www.thune.senate.gov,202-224-2321,Republican,1/7/97,1/3/17,18.0,SD,,511 Dirksen Senate Office Building,sen
345,Patrick J. Tiberi,10/21/62,M,1203 Longworth HOB; Washington DC 20515-3512,https://tiberi.house.gov/contact/contactform.htm,http://tiberi.house.gov,202-225-5355,Republican,1/3/01,1/3/17,16.0,OH,13.0,1203 Longworth House Office Building,rep
346,Scott R. Tipton,11/9/56,M,218 Cannon HOB; Washington DC 20515-0603,https://tipton.house.gov/contact-me/email-me,http://tipton.house.gov,202-225-4761,Republican,1/5/11,1/3/17,6.0,CO,4.0,218 Cannon House Office Building,rep
347,Paul Tonko,6/18/49,M,2463 Rayburn HOB; Washington DC 20515-3220,https://tonko.house.gov/email-form1,http://tonko.house.gov,202-225-5076,Democrat,1/6/09,1/3/17,8.0,NY,21.0,2463 Rayburn House Office Building,rep
348,Patrick J. Toomey,11/17/61,M,248 Russell Senate Office Building Washington DC 20510,http://www.toomey.senate.gov/?p=contact,http://www.toomey.senate.gov,202-224-4254,Republican,1/6/99,1/3/17,12.0,PA,,248 Russell Senate Office Building,sen
349,Niki Tsongas,4/26/46,F,1714 Longworth HOB; Washington DC 20515-2103,https://tsongas.house.gov/e-mail-niki/,http://tsongas.house.gov,202-225-3411,Democrat,10/16/07,1/3/17,10.0,MA,4.0,1714 Longworth House Office Building,rep
350,Michael R. Turner,1/11/60,M,2239 Rayburn HOB; Washington DC 20515-3510,http://turner.house.gov/contact/,https://turner.house.gov,202-225-6465,Republican,1/7/03,1/3/17,14.0,OH,11.0,2239 Rayburn House Office Building,rep
351,Fred Upton,4/23/53,M,2183 Rayburn HOB; Washington DC 20515-2206,http://upton.house.gov/contact/zipauth.htm,http://upton.house.gov,202-225-3761,Republican,1/6/87,1/3/17,30.0,MI,7.0,2183 Rayburn House Office Building,rep
352,Chris Van Hollen,1/10/59,M,1707 Longworth HOB; Washington DC 20515-2008,http://vanhollen.house.gov/contact/,https://vanhollen.house.gov,202-225-5341,Democrat,1/7/03,1/3/17,14.0,MD,9.0,1707 Longworth House Office Building,rep
353,Nydia M. VelÃƒÂ¡zquez,3/28/53,F,2302 Rayburn HOB; Washington DC 20515-3207,http://velazquez.house.gov/IMA/issue_subscribe.shtml,http://velazquez.house.gov,202-225-2361,Democrat,1/5/93,1/3/17,24.0,NY,8.0,2302 Rayburn House Office Building,rep
354,Peter J. Visclosky,8/13/49,M,2328 Rayburn HOB; Washington DC 20515-1401,https://visclosky.house.gov/contact-pete/email-pete,http://visclosky.house.gov,202-225-2461,Democrat,1/3/85,1/3/17,32.0,IN,2.0,2328 Rayburn House Office Building,rep
355,David Vitter,5/3/61,M,516 Hart Senate Office Building Washington DC 20510,http://www.vitter.senate.gov/contact/email-senator-vitter,http://www.vitter.senate.gov,202-224-4623,Republican,6/8/99,1/3/17,18.0,LA,,516 Hart Senate Office Building,sen
356,Tim Walberg,4/12/51,M,2436 Rayburn HOB; Washington DC 20515-2207,https://walberg.house.gov/contact/contactform.htm,http://walberg.house.gov,202-225-6276,Republican,1/4/07,1/3/17,8.0,MI,8.0,2436 Rayburn House Office Building,rep
357,Greg Walden,1/10/57,M,2185 Rayburn HOB; Washington DC 20515-3702,https://walden.house.gov/e-mail-greg,http://walden.house.gov,202-225-6730,Republican,1/6/99,1/3/17,18.0,OR,3.0,2185 Rayburn House Office Building,rep
358,Timothy J. Walz,4/6/64,M,1034 Longworth HOB; Washington DC 20515-2301,http://walz.house.gov/contact,http://walz.house.gov,202-225-2472,Democrat,1/4/07,1/3/17,10.0,MN,2.0,1034 Longworth House Office Building,rep
359,Debbie Wasserman Schultz,9/27/66,F,1114 Longworth HOB; Washington DC 20515-0923,http://wassermanschultz.house.gov/contact/email-me.shtml,http://wassermanschultz.house.gov,202-225-7931,Democrat,1/4/05,1/3/17,12.0,FL,24.0,1114 Longworth House Office Building,rep
360,Maxine Waters,8/15/38,F,2221 Rayburn HOB; Washington DC 20515-0543,https://waters.house.gov/contact/contactform.htm,http://waters.house.gov,202-225-2201,Democrat,1/3/91,1/3/17,26.0,CA,44.0,2221 Rayburn House Office Building,rep
361,Daniel Webster,4/27/49,M,1039 Longworth HOB; Washington DC 20515-0910,https://webster.house.gov/contact/contactform.htm,http://webster.house.gov,202-225-2176,Republican,1/5/11,1/3/17,6.0,FL,11.0,1039 Longworth House Office Building,rep
362,Peter Welch,5/2/47,M,2303 Rayburn HOB; Washington DC 20515-4500,https://welch.house.gov/email-me,http://welch.house.gov,202-225-4115,Democrat,1/4/07,1/3/17,10.0,VT,1.0,2303 Rayburn House Office Building,rep
363,Lynn A. Westmoreland,4/2/50,M,2202 Rayburn HOB; Washington DC 20515-1003,https://westmoreland.house.gov/email-me,http://westmoreland.house.gov,202-225-5901,Republican,1/4/05,1/3/17,12.0,GA,4.0,2202 Rayburn House Office Building,rep
364,Joe Wilson,7/31/47,M,2229 Rayburn HOB; Washington DC 20515-4002,https://joewilson.house.gov/forms/writeyourrep/default.aspx,http://joewilson.house.gov,202-225-2452,Republican,12/18/01,1/3/17,16.0,SC,3.0,2229 Rayburn House Office Building,rep
365,Frederica S. Wilson,11/5/42,F,208 Cannon HOB; Washington DC 20515-0924,https://wilsonforms.house.gov/contact-form,http://wilson.house.gov,202-225-4506,Democrat,1/5/11,1/3/17,6.0,FL,25.0,208 Cannon House Office Building,rep
366,Robert J. Wittman,2/3/59,M,2454 Rayburn HOB; Washington DC 20515-4601,https://wittman.house.gov/contact-form/,https://wittman.house.gov,202-225-4261,Republican,12/13/07,1/3/17,10.0,VA,2.0,2454 Rayburn House Office Building,rep
367,Steve Womack,2/18/57,M,1119 Longworth HOB; Washington DC 20515-0403,https://womack.house.gov/contact/contactform.htm,http://womack.house.gov,202-225-4301,Republican,1/5/11,1/3/17,6.0,AR,4.0,1119 Longworth House Office Building,rep
368,Rob Woodall,2/11/70,M,1724 Longworth HOB; Washington DC 20515-1007,https://woodall.house.gov/contact-me/email-me,http://woodall.house.gov,202-225-4272,Republican,1/5/11,1/3/17,6.0,GA,8.0,1724 Longworth House Office Building,rep
369,Ron Wyden,5/3/49,M,221 Dirksen Senate Office Building Washington DC 20510,http://www.wyden.senate.gov/contact,https://www.wyden.senate.gov,202-224-5244,Democrat,1/5/81,1/3/17,40.0,OR,,221 Dirksen Senate Office Building,sen
370,John A. Yarmuth,11/4/47,M,403 Cannon HOB; Washington DC 20515-1703,http://yarmuth.house.gov/contact-john2/,http://yarmuth.house.gov,202-225-5401,Democrat,1/4/07,1/3/17,10.0,KY,4.0,403 Cannon House Office Building,rep
371,Kevin Yoder,1/8/76,M,215 Cannon HOB; Washington DC 20515-1603,https://yoder.house.gov/contact/email-me,http://yoder.house.gov,202-225-2865,Republican,1/5/11,1/3/17,6.0,KS,4.0,215 Cannon House Office Building,rep
372,Don Young,6/9/33,M,2314 Rayburn HOB; Washington DC 20515-0200,https://donyoung.house.gov/forms/writeyourrep/,http://donyoung.house.gov,202-225-5765,Republican,1/3/73,1/3/17,44.0,AK,1.0,2314 Rayburn House Office Building,rep
373,Todd C. Young,8/24/72,M,1007 Longworth HOB; Washington DC 20515-1409,https://toddyoungforms.house.gov/give-me-your-opinion,http://toddyoung.house.gov,202-225-5315,Republican,1/5/11,1/3/17,6.0,IN,10.0,1007 Longworth House Office Building,rep
374,Dean Heller,5/10/60,M,324 Hart Senate Office Building Washington DC 20510,http://www.heller.senate.gov/public/index.cfm/contact-form,http://www.heller.senate.gov,202-224-6244,Republican,1/4/07,1/3/19,18.0,NV,,324 Hart Senate Office Building,sen
375,Mark E. Amodei,6/12/58,M,332 Cannon HOB; Washington DC 20515-2802,https://amodei.house.gov/contact-us,http://amodei.house.gov,202-225-6155,Republican,9/13/11,1/3/17,6.0,NV,3.0,332 Cannon House Office Building,rep
376,Suzanne Bonamici,10/14/54,F,439 Cannon HOB; Washington DC 20515-3701,https://bonamici.house.gov/contact-me/email-me,http://bonamici.house.gov,202-225-0855,Democrat,2/7/12,1/3/17,6.0,OR,2.0,439 Cannon House Office Building,rep
377,Suzan K. DelBene,2/17/62,F,318 Cannon HOB; Washington DC 20515-4701,http://delbene.house.gov/contact-me/email-me,http://delbene.house.gov,202-225-6311,Democrat,11/13/12,1/3/17,6.0,WA,2.0,318 Cannon House Office Building,rep
378,Thomas Massie,1/13/71,M,314 Cannon HOB; Washington DC 20515-1704,http://massieforms.house.gov/contact/,http://massie.house.gov,202-225-3465,Republican,11/13/12,1/3/17,6.0,KY,5.0,314 Cannon House Office Building,rep
379,Donald M. Payne Jr.,12/17/58,M,103 Cannon HOB; Washington DC 20515-3010,http://payne.house.gov/contact/email-me,http://payne.house.gov,202-225-3436,Democrat,11/15/12,1/3/17,6.0,NJ,11.0,103 Cannon House Office Building,rep
380,Brian Schatz,10/20/72,M,722 Hart Senate Office Building Washington DC 20510,http://www.schatz.senate.gov/contact,http://www.schatz.senate.gov,202-224-3934,Democrat,12/27/12,1/3/17,12.0,HI,,722 Hart Senate Office Building,sen
381,Matt Salmon,1/21/58,M,2349 Rayburn HOB; Washington DC 20515-0305,https://salmon.house.gov/contact/email-me,http://salmon.house.gov,202-225-2635,Republican,1/4/95,1/3/17,10.0,AZ,6.0,2349 Rayburn House Office Building,rep
382,Bill Foster,10/7/55,M,1224 Longworth HOB; Washington DC 20515-1311,https://foster.house.gov/contact/email-me,http://foster.house.gov,202-225-3515,Democrat,3/8/08,1/3/17,8.0,IL,12.0,1224 Longworth House Office Building,rep
383,Alan Grayson,3/13/58,M,303 Cannon HOB; Washington DC 20515-0909,https://grayson.house.gov/contact/email-me,http://grayson.house.gov,202-225-9889,Democrat,1/6/09,1/3/17,6.0,FL,10.0,303 Cannon House Office Building,rep
384,Ann Kirkpatrick,3/24/50,F,201 Cannon HOB; Washington DC 20515-0301,https://kirkpatrick.house.gov/contact/email-me,http://kirkpatrick.house.gov,202-225-3361,Democrat,1/6/09,1/3/17,6.0,AZ,2.0,201 Cannon House Office Building,rep
385,Dina Titus,5/23/50,F,401 Cannon HOB; Washington DC 20515-2801,https://titus.house.gov/contact/email-me,https://titus.house.gov,202-225-5965,Democrat,1/6/09,1/3/17,6.0,NV,2.0,401 Cannon House Office Building,rep
386,Tom Cotton,5/13/77,M,124 Russell Senate Office Building Washington DC 20510,https://cotton.house.gov/contact/email-me,https://www.cotton.senate.gov,202-224-2353,Republican,1/3/13,1/3/21,8.0,AR,,124 Russell Senate Office Building,sen
387,Kyrsten Sinema,7/12/76,F,1530 Longworth HOB; Washington DC 20515-0309,https://sinemaforms.house.gov/forms/writeyourrep/,https://sinema.house.gov,202-225-9888,Democrat,1/3/13,1/3/17,4.0,AZ,10.0,1530 Longworth House Office Building,rep
388,Doug LaMalfa,7/2/60,M,322 Cannon HOB; Washington DC 20515-0501,https://lamalfa.house.gov/contact/email-me,http://lamalfa.house.gov,202-225-3076,Republican,1/3/13,1/3/17,4.0,CA,2.0,322 Cannon House Office Building,rep
389,Jared Huffman,2/18/64,M,1630 Longworth HOB; Washington DC 20515-0502,https://huffman.house.gov/contact/email-me,http://huffman.house.gov,202-225-5161,Democrat,1/3/13,1/3/17,4.0,CA,3.0,1630 Longworth House Office Building,rep
390,Ami Bera,3/2/65,M,1535 Longworth HOB; Washington DC 20515-0507,https://beraforms.house.gov/forms/writeyourrep/,http://bera.house.gov,202-225-5716,Democrat,1/3/13,1/3/17,4.0,CA,8.0,1535 Longworth House Office Building,rep
391,Paul Cook,3/3/43,M,1222 Longworth HOB; Washington DC 20515-0508,https://cook.house.gov/contact/email-me,http://cook.house.gov,202-225-5861,Republican,1/3/13,1/3/17,4.0,CA,9.0,1222 Longworth House Office Building,rep
392,Eric Swalwell,11/16/80,M,129 Cannon HOB; Washington DC 20515-0515,http://swalwell.house.gov/contact-me/email-eric/,http://swalwell.house.gov,202-225-5065,Democrat,1/3/13,1/3/17,4.0,CA,16.0,129 Cannon House Office Building,rep
393,David G. Valadao,4/14/77,M,1004 Longworth HOB; Washington DC 20515-0521,http://valadao.house.gov/contact/,http://valadao.house.gov,202-225-4695,Republican,1/3/13,1/3/17,4.0,CA,22.0,1004 Longworth House Office Building,rep
394,Julia Brownley,8/28/52,F,1019 Longworth HOB; Washington DC 20515-0526,https://juliabrownley.house.gov/contact/email-me,http://juliabrownley.house.gov,202-225-5811,Democrat,1/3/13,1/3/17,4.0,CA,27.0,1019 Longworth House Office Building,rep
395,Tony CÃƒÂ¡rdenas,3/31/63,M,1510 Longworth HOB; Washington DC 20515-0529,https://cardenas.house.gov/contact/email-me,http://cardenas.house.gov,202-225-6131,Democrat,1/3/13,1/3/17,4.0,CA,30.0,1510 Longworth House Office Building,rep
396,Raul Ruiz,8/25/72,M,1319 Longworth HOB; Washington DC 20515-0536,https://ruiz.house.gov/email-me,https://ruiz.house.gov,202-225-5330,Democrat,1/3/13,1/3/17,4.0,CA,37.0,1319 Longworth House Office Building,rep
397,Mark Takano,12/10/60,M,1507 Longworth HOB; Washington DC 20515-0541,https://takano.house.gov/contact/email-me,https://takano.house.gov,202-225-2305,Democrat,1/3/13,1/3/17,4.0,CA,42.0,1507 Longworth House Office Building,rep
398,Alan S. Lowenthal,3/8/41,M,108 Cannon HOB; Washington DC 20515-0547,http://lowenthal.house.gov/contact/howtocontactme.htm,http://lowenthal.house.gov,202-225-7924,Democrat,1/3/13,1/3/17,4.0,CA,48.0,108 Cannon House Office Building,rep
399,Juan Vargas,3/7/61,M,1605 Longworth HOB; Washington DC 20515-0551,https://vargas.house.gov/contact,http://vargas.house.gov,202-225-8045,Democrat,1/3/13,1/3/17,4.0,CA,52.0,1605 Longworth House Office Building,rep
400,Scott H. Peters,6/17/58,M,1122 Longworth HOB; Washington DC 20515-0552,https://scottpeters.house.gov/contact/email-me,http://scottpeters.house.gov,202-225-0508,Democrat,1/3/13,1/3/17,4.0,CA,53.0,1122 Longworth House Office Building,rep
401,Elizabeth H. Esty,8/25/59,F,405 Cannon HOB; Washington DC 20515-0705,http://esty.house.gov/contact,http://esty.house.gov,202-225-4476,Democrat,1/3/13,1/3/17,4.0,CT,6.0,405 Cannon House Office Building,rep
402,Ted S. Yoho,4/13/55,M,511 Cannon HOB; Washington DC 20515-0903,https://yoho.house.gov/contact/email-me,http://yoho.house.gov,202-225-5744,Republican,1/3/13,1/3/17,4.0,FL,4.0,511 Cannon House Office Building,rep
403,Ron DeSantis,9/14/78,M,308 Cannon HOB; Washington DC 20515-0906,https://desantis.house.gov/contact/email-me,http://desantis.house.gov,202-225-2706,Republican,1/3/13,1/3/17,4.0,FL,7.0,308 Cannon House Office Building,rep
404,Patrick Murphy,3/30/83,M,211 Cannon HOB; Washington DC 20515-0918,http://patrickmurphy.house.gov/contact/,http://patrickmurphy.house.gov,202-225-3026,Democrat,1/3/13,1/3/17,4.0,FL,19.0,211 Cannon House Office Building,rep
405,Lois Frankel,5/16/48,F,1037 Longworth HOB; Washington DC 20515-0922,https://frankel.house.gov/contact/email-me,http://frankel.house.gov,202-225-9890,Democrat,1/3/13,1/3/17,4.0,FL,23.0,1037 Longworth House Office Building,rep
406,Doug Collins,8/16/66,M,1504 Longworth HOB; Washington DC 20515-1009,https://dougcollins.house.gov/email-me,http://dougcollins.house.gov,202-225-9893,Republican,1/3/13,1/3/17,4.0,GA,10.0,1504 Longworth House Office Building,rep
407,Tulsi Gabbard,4/12/81,F,1609 Longworth HOB; Washington DC 20515-1102,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,http://gabbard.house.gov,202-225-4906,Democrat,1/3/13,1/3/17,4.0,HI,3.0,1609 Longworth House Office Building,rep
408,Tammy Duckworth,3/12/68,F,104 Cannon HOB; Washington DC 20515-1308,https://duckworth.house.gov/contact/email-me,http://duckworth.house.gov,202-225-3711,Democrat,1/3/13,1/3/17,4.0,IL,9.0,104 Cannon House Office Building,rep
409,Rodney Davis,1/5/70,M,1740 Longworth HOB; Washington DC 20515-1313,https://rodneydavisforms.house.gov/contact/,http://rodneydavis.house.gov,202-225-2371,Republican,1/3/13,1/3/17,4.0,IL,14.0,1740 Longworth House Office Building,rep
410,Cheri Bustos,10/17/61,F,1009 Longworth HOB; Washington DC 20515-1317,http://bustos.house.gov/contact,http://bustos.house.gov,202-225-5905,Democrat,1/3/13,1/3/17,4.0,IL,18.0,1009 Longworth House Office Building,rep
411,Jackie Walorski,8/17/63,F,419 Cannon HOB; Washington DC 20515-1402,https://walorski.house.gov/contact/email-me,http://walorski.house.gov,202-225-3915,Republican,1/3/13,1/3/17,4.0,IN,3.0,419 Cannon House Office Building,rep
412,Susan W. Brooks,8/25/60,F,1505 Longworth HOB; Washington DC 20515-1405,https://susanwbrooks.house.gov/contact/email-me,http://susanwbrooks.house.gov,202-225-2276,Republican,1/3/13,1/3/17,4.0,IN,6.0,1505 Longworth House Office Building,rep
413,Luke Messer,2/27/69,M,508 Cannon HOB; Washington DC 20515-1406,https://messer.house.gov/contact/email-me,https://messer.house.gov,202-225-3021,Republican,1/3/13,1/3/17,4.0,IN,7.0,508 Cannon House Office Building,rep
414,Andy Barr,7/24/73,M,1432 Longworth HOB; Washington DC 20515-1706,https://barr.house.gov/contact/email-me,https://barr.house.gov,202-225-4706,Republican,1/3/13,1/3/17,4.0,KY,7.0,1432 Longworth House Office Building,rep
415,Elizabeth Warren,6/22/49,F,317 Hart Senate Office Building Washington DC 20510,http://www.warren.senate.gov/?p=email_senator#thisForm,http://www.warren.senate.gov,202-224-4543,Democrat,1/3/13,1/3/19,6.0,MA,,317 Hart Senate Office Building,sen
416,Joseph P. Kennedy III,10/4/80,M,306 Cannon HOB; Washington DC 20515-2104,https://kennedy.house.gov/contact/email-me,http://kennedy.house.gov,202-225-5931,Democrat,1/3/13,1/3/17,4.0,MA,5.0,306 Cannon House Office Building,rep
417,John K. Delaney,4/16/63,M,1632 Longworth HOB; Washington DC 20515-2006,https://delaney.house.gov/contact/email-me,http://delaney.house.gov,202-225-2721,Democrat,1/3/13,1/3/17,4.0,MD,7.0,1632 Longworth House Office Building,rep
418,"Angus S. King, Jr.",3/31/44,M,133 Hart Senate Office Building Washington DC 20510,http://www.king.senate.gov/contact,http://www.king.senate.gov,202-224-5344,Independent,1/3/13,1/3/19,6.0,ME,,133 Hart Senate Office Building,sen
419,Daniel T. Kildee,8/11/58,M,227 Cannon HOB; Washington DC 20515-2205,https://dankildee.house.gov/contact/email-me,http://dankildee.house.gov,202-225-3611,Democrat,1/3/13,1/3/17,4.0,MI,6.0,227 Cannon House Office Building,rep
420,Richard M. Nolan,12/17/43,M,2366 Rayburn HOB; Washington DC 20515-2308,https://nolan.house.gov/contact/email-me,http://nolan.house.gov,202-225-6211,Democrat,1/14/75,1/3/17,10.0,MN,9.0,2366 Rayburn House Office Building,rep
421,Ann Wagner,9/13/62,F,435 Cannon HOB; Washington DC 20515-2502,https://wagner.house.gov/contact/email-me,http://wagner.house.gov,202-225-1621,Republican,1/3/13,1/3/17,4.0,MO,3.0,435 Cannon House Office Building,rep
422,Steve Daines,8/20/62,M,320 Hart Senate Office Building Washington DC 20510,https://daines.house.gov/email-me,https://www.daines.senate.gov,202-224-2651,Republican,1/3/13,1/3/21,8.0,MT,,320 Hart Senate Office Building,sen
423,Richard Hudson,11/4/71,M,429 Cannon HOB; Washington DC 20515-3308,https://hudson.house.gov/email-me,http://hudson.house.gov,202-225-3715,Republican,1/3/13,1/3/17,4.0,NC,9.0,429 Cannon House Office Building,rep
424,Robert Pittenger,8/15/48,M,224 Cannon HOB; Washington DC 20515-3309,https://pittenger.house.gov/contact/email-me,http://pittenger.house.gov,202-225-1976,Republican,1/3/13,1/3/17,4.0,NC,10.0,224 Cannon House Office Building,rep
425,Mark Meadows,7/28/59,M,1024 Longworth HOB; Washington DC 20515-3311,https://meadows.house.gov/email-me,https://meadows.house.gov,202-225-6401,Republican,1/3/13,1/3/17,4.0,NC,12.0,1024 Longworth House Office Building,rep
426,George Holding,4/17/68,M,507 Cannon HOB; Washington DC 20515-3313,https://holding.house.gov/contact/email-me,http://holding.house.gov,202-225-3032,Republican,1/3/13,1/3/17,4.0,NC,14.0,507 Cannon House Office Building,rep
427,Heidi Heitkamp,10/30/55,F,110 Hart Senate Office Building Washington DC 20510,http://www.heitkamp.senate.gov/public/index.cfm/email-heidi,http://www.heitkamp.senate.gov,202-224-2043,Democrat,1/3/13,1/3/19,6.0,ND,,110 Hart Senate Office Building,sen
428,Kevin Cramer,1/21/61,M,1032 Longworth HOB; Washington DC 20515-3400,https://cramer.house.gov/contact/email-me,http://cramer.house.gov,202-225-2611,Republican,1/3/13,1/3/17,4.0,ND,1.0,1032 Longworth House Office Building,rep
429,Deb Fischer,3/1/51,F,454 Russell Senate Office Building Washington DC 20510,http://www.fischer.senate.gov/public/?p=email-deb,http://www.fischer.senate.gov,202-224-6551,Republican,1/3/13,1/3/19,6.0,NE,,454 Russell Senate Office Building,sen
430,Ann M. Kuster,9/5/56,F,137 Cannon HOB; Washington DC 20515-2902,https://kuster.house.gov/contact/email-me,http://kuster.house.gov,202-225-5206,Democrat,1/3/13,1/3/17,4.0,NH,3.0,137 Cannon House Office Building,rep
431,Michelle Lujan Grisham,10/24/59,F,214 Cannon HOB; Washington DC 20515-3101,http://lujangrisham.house.gov/contact/email-me/,https://lujangrisham.house.gov,202-225-6316,Democrat,1/3/13,1/3/17,4.0,NM,2.0,214 Cannon House Office Building,rep
432,Grace Meng,10/1/75,F,1317 Longworth HOB; Washington DC 20515-3206,https://meng.house.gov/contact/email-me,http://meng.house.gov,202-225-2601,Democrat,1/3/13,1/3/17,4.0,NY,7.0,1317 Longworth House Office Building,rep
433,Hakeem S. Jeffries,8/4/70,M,1607 Longworth HOB; Washington DC 20515-3208,https://jeffriesforms.house.gov/contact/,http://jeffries.house.gov,202-225-5936,Democrat,1/3/13,1/3/17,4.0,NY,9.0,1607 Longworth House Office Building,rep
434,Sean Patrick Maloney,7/30/66,M,1529 Longworth HOB; Washington DC 20515-3218,https://seanmaloney.house.gov/contact/email-me,http://seanmaloney.house.gov,202-225-5441,Democrat,1/3/13,1/3/17,4.0,NY,19.0,1529 Longworth House Office Building,rep
435,Chris Collins,5/20/50,M,1117 Longworth HOB; Washington DC 20515-3227,https://chriscollins.house.gov/contact/email-me,http://chriscollins.house.gov,202-225-5265,Republican,1/3/13,1/3/17,4.0,NY,28.0,1117 Longworth House Office Building,rep
436,Brad R. Wenstrup,6/17/58,M,1318 Longworth HOB; Washington DC 20515-3502,http://wenstrup.house.gov/contact/,http://wenstrup.house.gov,202-225-3164,Republican,1/3/13,1/3/17,4.0,OH,3.0,1318 Longworth House Office Building,rep
437,Joyce Beatty,3/12/50,F,133 Cannon HOB; Washington DC 20515-3503,https://beattyforms.house.gov/forms/writeyourrep/,http://beatty.house.gov,202-225-4324,Democrat,1/3/13,1/3/17,4.0,OH,4.0,133 Cannon House Office Building,rep
438,David P. Joyce,3/17/57,M,1124 Longworth HOB; Washington DC 20515-3514,https://joyce.house.gov/email-me,http://joyce.house.gov,202-225-5731,Republican,1/3/13,1/3/17,4.0,OH,15.0,1124 Longworth House Office Building,rep
439,Jim Bridenstine,6/15/75,M,216 Cannon HOB; Washington DC 20515-3601,https://bridenstineforms.house.gov/forms/writeyourrep/,http://bridenstine.house.gov,202-225-2211,Republican,1/3/13,1/3/17,4.0,OK,2.0,216 Cannon House Office Building,rep
440,Markwayne Mullin,7/26/77,M,1113 Longworth HOB; Washington DC 20515-3602,https://mullin.house.gov/contact/email-me,http://mullin.house.gov,202-225-2701,Republican,1/3/13,1/3/17,4.0,OK,3.0,1113 Longworth House Office Building,rep
