nameFull,careerContributions,imageUrl,quote,stateAbr,quoteAnchor,quoteRef,quoteRefUrl
Cathy McMorris Rodgers,"$367,840",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Cathy_McMorris_Rodgers.jpg,"“Scientific reports are inconclusive at best on human culpability for global warming. Regardless of which theory proves correct, the goal is the same – to reduce carbon emissions, we need innovation in the private sector; not excessive government regulation to stifle some industries while rewarding others. I oppose ‘cap and trade’ and other Big Government schemes because they will destroy jobs while likely having minimal impact on the climate.”",WA,kviyivmap,"The Spokesman-Review, 7/15/12",http://www.spokesman.com/stories/2012/jul/15/cathy-mcmorris-rodgers-q-15-topics/
David McKinley,"$698,729",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/David_McKinley.jpg,"""Now, climate change alarmists contend that man-made CO-2 is the cause of climate change,"" McKinley said on the floor of the House. ""Most people may not realize that 96 percent of all the CO-2 emissions occur naturally, and America's CO-2 emissions' contribution to the global community is actually less than 1 percent ... But even with these facts, decarbonizing America's economy is still a long-term goal of the climate alarmists.""",WV,rxuyyyvys,"Lawrence Journal-World, 5/17/14",http://www2.ljworld.com/news/2014/may/27/jenkins-votes-block-pentagon-spending-climate-chan/
Alex Mooney,"$140,573",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Alex_Mooney.jpg,"Although Mooney said that climate change is “not a settled issue,” he did concede he “understands we have to be good stewards of our environment.”",WV,olphoufaz,"The State Journal, 8/31/14",https://www.barackobama.com/climate-change-deniers/alex-mooney-west-virginia/
Evan Jenkins,"$209,866",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Evan_Jenkins.jpg,"According to Bluefield Daily Telegraph, “In response to a question about climate change, Jenkins said that he is not a scientist, but he pointed out that the Obama administration and the Environmental Protection Agency said ‘no matter what we do here, it’s not going to have an impact on their doomsday scenario.’”",WV,yvjycvyjs,"Bluefield Daily Telegraph, 11/16/16",http://www.bdtonline.com/news/u-s-rep-evan-jenkins-r-w-va-shares-his/article_e885451e-8c15-11e5-8120-2fb0ec7c18e5.html
Shelley Moore Capito,"$1,304,005",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Shelley_Moore_Capito.jpg,"“I don’t necessarily think the climate’s changing, no.”",WV,dwhqnkkqw,Journal Sentinel,http://www.huffingtonpost.com/2014/10/08/capito-climate-change_n_5953796.html
Paul Ryan,"$1,149,674",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Paul_Ryan.jpg,"When asked about humans’ role in climate change during a 2014 debate Ryan responded, “I don’t know the answer to that question. I don’t think science does either.”",WI,nimflcttk,"ThinkProgress, 10/14/14",http://thinkprogress.org/climate/2014/10/14/3579499/paul-ryan-debate-climate-change/
Jim Sensenbrenner,"$97,550",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Jim_Sensenbrenner.jpg,"“CO2 is a natural gas. Does this mean that all of us need to put catalytic converters on all our noses? The fact that people think CO2 is a pollutant … basically goes into propaganda,” Sensenbrenner said. He has also questioned the validity of data supporting climate change saying, “For months, legitimate questions have been raised about global warming data not being verified and conflicting data being suppressed, better known to some as ‘Climategate.’”",WI,xhpofnwbp,"ThinkProgress, 5/22/12 ||| Huffington Post, 6/26/14",http://thinkprogress.org/climate/2012/05/22/488572/sensenbrenner-co2-is-a-natural-gas-does-this-mean-that-all-of-us-need-to-put-catalytic-converters-on-our-noses/ ||| http://www.huffingtonpost.com/2014/06/26/house-science-committee-c_n_5533992.html
Glenn Grothman,"$30,725",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Glenn_Grothman.jpg,"“This environmental stuff, this is the idea that is driven by this global warming thing. Global warming is not man-made and there is barely any global warming at all, there’s been no global warming for the last twelve or thirteen years. I see a shortage of Republicans stepping up to the plate and saying, ‘look, this global warming stuff is not going on.’ It’s ridiculous for the United States, of all the countries in the world, to be putting extra regulations on our business while the Chinese, the Indians, whatever are building new factories all the time while our factories are stuck saying, ‘you can’t do this, you can’t do this,’ because you’ve got to reign in this global warming which doesn’t exist anyway.”",WI,cvqijznzt,"Right Wing Watch, 8/25/14",https://www.youtube.com/watch?v=oEDiN_CNTCs
Ron Johnson,"$420,128",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Ron_Johnson.jpg,“I absolutely do not believe in the science of man-caused climate change … It’s not proven by any stretch of the imagination. It’s far more likely that it’s sunspot activity or just something in the geologic eons of time.”,WI,zaxmvvmwd,Journal Sentinel,http://www.jsonline.com/multimedia/video/?bcpid=13960334001&bctid=590004292001
Cynthia Lummis,"$578,199",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Cynthia_Lummis.jpg,“There is no disputing that our planet experiences climate change – it has been cycling between cooling and warming periods long before we were here to experience the effects. I believe the jury is still out on whether mankind can alter global climate trends.”,WY,hjjjylqhc,"Huffington Post, 6/26/14",http://www.huffingtonpost.com/2014/06/26/house-science-committee-c_n_5533992.html
John Barrasso,"$798,172",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/John_Barrasso.jpg,"In response to a question about how human activities contribute to climate change Barrasso responded, “The climate is constantly changing. The role human activity plays is not known.”",WY,wgaxblada,"The Hill, 6/5/14",http://thehill.com/policy/energy-environment/208431-gop-leader-climate-change-science-not-known
Mike Enzi,"$645,533",http://interactives.americanprogressaction.org.s3.amazonaws.com/interactives/climateDeniers/headshots/Mike_Enzi.jpg,“I barely made it back here because of a May snowstorm in Wyoming. They got 18 inches in Cheyenne. It’s a little hard to convince Wyoming people there’s global warming. We have 186% of normal snow pack. That’s global warming?”,WY,kfrmttojb,"Wyoming Public Radio, 5/16/14",http://wyomingpublicmedia.org/post/wyo-lawmakers-reject-new-climate-change-report
