,name/first,name/middle,name/last,name/official_full,name/nickname,name/suffix,bio/birthday,bio/gender,id/ballotpedia,id/wikipedia,terms/0/address,terms/0/class,terms/0/contact_form,terms/0/district,terms/0/end,terms/0/fax,terms/0/office,terms/0/party,terms/0/phone,terms/0/rss_url,terms/0/start,terms/0/state,terms/0/state_rank,terms/0/type,terms/0/url,terms/1/address,terms/1/class,terms/1/contact_form,terms/1/district,terms/1/end,terms/1/fax,terms/1/office,terms/1/party,terms/1/phone,terms/1/rss_url,terms/1/start,terms/1/state,terms/1/state_rank,terms/1/type,terms/1/url,terms/2/address,terms/2/class,terms/2/contact_form,terms/2/district,terms/2/end,terms/2/fax,terms/2/office,terms/2/party,terms/2/phone,terms/2/rss_url,terms/2/start,terms/2/state,terms/2/state_rank,terms/2/type,terms/2/url,terms/3/address,terms/3/class,terms/3/contact_form,terms/3/district,terms/3/end,terms/3/fax,terms/3/office,terms/3/party,terms/3/phone,terms/3/rss_url,terms/3/start,terms/3/state,terms/3/state_rank,terms/3/type,terms/3/url,terms/4/address,terms/4/class,terms/4/contact_form,terms/4/district,terms/4/end,terms/4/fax,terms/4/office,terms/4/party,terms/4/phone,terms/4/rss_url,terms/4/start,terms/4/state,terms/4/state_rank,terms/4/type,terms/4/url,terms/5/address,terms/5/class,terms/5/contact_form,terms/5/district,terms/5/end,terms/5/fax,terms/5/office,terms/5/party,terms/5/phone,terms/5/rss_url,terms/5/start,terms/5/state,terms/5/state_rank,terms/5/type,terms/5/url,terms/6/address,terms/6/class,terms/6/contact_form,terms/6/district,terms/6/end,terms/6/fax,terms/6/office,terms/6/party,terms/6/phone,terms/6/rss_url,terms/6/start,terms/6/state,terms/6/state_rank,terms/6/type,terms/6/url,terms/7/address,terms/7/class,terms/7/contact_form,terms/7/district,terms/7/end,terms/7/fax,terms/7/office,terms/7/party,terms/7/phone,terms/7/rss_url,terms/7/start,terms/7/state,terms/7/state_rank,terms/7/type,terms/7/url,terms/8/address,terms/8/class,terms/8/contact_form,terms/8/district,terms/8/end,terms/8/fax,terms/8/office,terms/8/party,terms/8/phone,terms/8/rss_url,terms/8/start,terms/8/state,terms/8/state_rank,terms/8/type,terms/8/url,terms/9/address,terms/9/caucus,terms/9/class,terms/9/contact_form,terms/9/district,terms/9/end,terms/9/fax,terms/9/office,terms/9/party,terms/9/phone,terms/9/rss_url,terms/9/start,terms/9/state,terms/9/state_rank,terms/9/type,terms/9/url,terms/10/address,terms/10/class,terms/10/contact_form,terms/10/district,terms/10/end,terms/10/fax,terms/10/office,terms/10/party,terms/10/phone,terms/10/rss_url,terms/10/start,terms/10/state,terms/10/state_rank,terms/10/type,terms/10/url,terms/11/address,terms/11/class,terms/11/contact_form,terms/11/district,terms/11/end,terms/11/fax,terms/11/office,terms/11/party,terms/11/phone,terms/11/rss_url,terms/11/start,terms/11/state,terms/11/state_rank,terms/11/type,terms/11/url,terms/12/address,terms/12/contact_form,terms/12/district,terms/12/end,terms/12/fax,terms/12/office,terms/12/party,terms/12/phone,terms/12/rss_url,terms/12/start,terms/12/state,terms/12/type,terms/12/url,terms/13/address,terms/13/contact_form,terms/13/district,terms/13/end,terms/13/fax,terms/13/office,terms/13/party,terms/13/phone,terms/13/rss_url,terms/13/start,terms/13/state,terms/13/type,terms/13/url,terms/14/address,terms/14/contact_form,terms/14/district,terms/14/end,terms/14/fax,terms/14/office,terms/14/party,terms/14/phone,terms/14/rss_url,terms/14/start,terms/14/state,terms/14/type,terms/14/url,terms/15/address,terms/15/contact_form,terms/15/district,terms/15/end,terms/15/fax,terms/15/office,terms/15/party,terms/15/phone,terms/15/rss_url,terms/15/start,terms/15/state,terms/15/type,terms/15/url,terms/16/address,terms/16/contact_form,terms/16/district,terms/16/end,terms/16/fax,terms/16/office,terms/16/party,terms/16/phone,terms/16/rss_url,terms/16/start,terms/16/state,terms/16/type,terms/16/url,terms/17/address,terms/17/contact_form,terms/17/district,terms/17/end,terms/17/fax,terms/17/office,terms/17/party,terms/17/phone,terms/17/rss_url,terms/17/start,terms/17/state,terms/17/type,terms/17/url,terms/18/address,terms/18/contact_form,terms/18/district,terms/18/end,terms/18/fax,terms/18/office,terms/18/party,terms/18/phone,terms/18/rss_url,terms/18/start,terms/18/state,terms/18/type,terms/18/url,terms/19/address,terms/19/contact_form,terms/19/district,terms/19/end,terms/19/fax,terms/19/office,terms/19/party,terms/19/phone,terms/19/rss_url,terms/19/start,terms/19/state,terms/19/type,terms/19/url,terms/20/address,terms/20/class,terms/20/contact_form,terms/20/district,terms/20/end,terms/20/fax,terms/20/office,terms/20/party,terms/20/phone,terms/20/rss_url,terms/20/start,terms/20/state,terms/20/state_rank,terms/20/type,terms/20/url,terms/21/address,terms/21/class,terms/21/contact_form,terms/21/district,terms/21/end,terms/21/fax,terms/21/office,terms/21/party,terms/21/phone,terms/21/rss_url,terms/21/start,terms/21/state,terms/21/state_rank,terms/21/type,terms/21/url,terms/22/address,terms/22/contact_form,terms/22/district,terms/22/end,terms/22/fax,terms/22/office,terms/22/party,terms/22/phone,terms/22/rss_url,terms/22/start,terms/22/state,terms/22/type,terms/22/url,terms/23/address,terms/23/contact_form,terms/23/district,terms/23/end,terms/23/fax,terms/23/office,terms/23/party,terms/23/phone,terms/23/start,terms/23/state,terms/23/type,terms/23/url,terms/24/address,terms/24/contact_form,terms/24/district,terms/24/end,terms/24/fax,terms/24/office,terms/24/party,terms/24/phone,terms/24/rss_url,terms/24/start,terms/24/state,terms/24/type,terms/24/url,terms/25/address,terms/25/contact_form,terms/25/district,terms/25/end,terms/25/fax,terms/25/office,terms/25/party,terms/25/phone,terms/25/rss_url,terms/25/start,terms/25/state,terms/25/type,terms/25/url
10,Robert,,Menendez,Robert Menendez,Bob,,1/1/54,M,Bob Menendez,Bob Menendez,,,,13.0,1/3/95,,,Democrat,,,1/5/93,NJ,,rep,,,,,13.0,1/3/97,,,Democrat,,,1/4/95,NJ,,rep,,,,,13.0,1/3/99,,,Democrat,,,1/7/97,NJ,,rep,,,,,13.0,1/3/01,,,Democrat,,,1/6/99,NJ,,rep,,,,,13.0,1/3/03,,,Democrat,,,1/3/01,NJ,,rep,,,,,13.0,1/3/05,,,Democrat,,,1/7/03,NJ,,rep,http://menendez.house.gov,,,,13.0,1/16/06,,,Democrat,,,1/4/05,NJ,,rep,http://menendez.house.gov,,1.0,,,1/3/07,,,Democrat,,,1/18/06,NJ,,sen,http://menendez.senate.gov/,528 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,1.0,http://menendez.senate.gov/contact/,,1/3/13,202-228-2197,528 Hart Senate Office Building,Democrat,202-224-4744,,1/4/07,NJ,,sen,http://menendez.senate.gov/,528 Hart Senate Office Building Washington DC 20510,,1.0,http://www.menendez.senate.gov/contact,,1/3/19,202-228-2197,528 Hart Senate Office Building,Democrat,202-224-4744,http://www.menendez.senate.gov/rss/feeds/index.cfm?type=news,1/3/13,NJ,senior,sen,http://www.menendez.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Bill,,Nelson,Bill Nelson,,,9/29/42,M,Bill Nelson (Florida),Bill Nelson,,,,9.0,1/3/81,,,Democrat,,,1/15/79,FL,,rep,,,,,9.0,1/3/83,,,Democrat,,,1/5/81,FL,,rep,,,,,11.0,1/3/85,,,Democrat,,,1/3/83,FL,,rep,,,,,11.0,1/3/87,,,Democrat,,,1/3/85,FL,,rep,,,,,11.0,1/3/89,,,Democrat,,,1/6/87,FL,,rep,,,,,11.0,1/3/91,,,Democrat,,,1/3/89,FL,,rep,,,1.0,,,1/3/07,,,Democrat,,,1/3/01,FL,,sen,http://billnelson.senate.gov/,716 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,1.0,http://www.billnelson.senate.gov/contact/index.cfm,,1/3/13,202-228-2183,716 Hart Senate Office Building,Democrat,202-224-5274,,1/4/07,FL,,sen,http://billnelson.senate.gov/,716 Hart Senate Office Building Washington DC 20510,1.0,http://www.billnelson.senate.gov/contact-bill,,1/3/19,202-228-2183,716 Hart Senate Office Building,Democrat,202-224-5274,,1/3/13,FL,senior,sen,https://www.billnelson.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Bernard,,Sanders,Bernard Sanders,Bernie,,9/8/41,M,Bernie Sanders,Bernie Sanders,,,,0.0,1/3/93,,,Independent,,,1/3/91,VT,,rep,,,,,0.0,1/3/95,,,Independent,,,1/5/93,VT,,rep,,,,,0.0,1/3/97,,,Independent,,,1/4/95,VT,,rep,,,,,0.0,1/3/99,,,Independent,,,1/7/97,VT,,rep,,,,,0.0,1/3/01,,,Independent,,,1/6/99,VT,,rep,,,,,0.0,1/3/03,,,Independent,,,1/3/01,VT,,rep,,,,,0.0,1/3/05,,,Independent,,,1/7/03,VT,,rep,http://bernie.house.gov,,,,0.0,1/3/07,,,Independent,,,1/4/05,VT,,rep,http://bernie.house.gov,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,1.0,http://www.sanders.senate.gov/contact/,,1/3/13,202-228-0776,332 Dirksen Senate Office Building,Independent,202-224-5141,,1/4/07,VT,,sen,http://sanders.senate.gov/,332 Dirksen Senate Office Building Washington DC 20510,Democrat,1.0,http://www.sanders.senate.gov/contact/comment,,1/3/19,202-228-0776,332 Dirksen Senate Office Building,Independent,202-224-5141,http://www.sanders.senate.gov/rss/,1/3/13,VT,junior,sen,http://www.sanders.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Debbie,Ann,Stabenow,Debbie Stabenow,,,4/29/50,F,Debbie Stabenow,Debbie Stabenow,,,,8.0,1/3/99,,,Democrat,,,1/7/97,MI,,rep,,,,,8.0,1/3/01,,,Democrat,,,1/6/99,MI,,rep,,,1.0,,,1/3/07,,,Democrat,,,1/3/01,MI,,sen,http://stabenow.senate.gov/,133 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,1.0,http://www.stabenow.senate.gov/?p=contact,,1/3/13,202-228-0325,133 Hart Senate Office Building,Democrat,202-224-4822,,1/4/07,MI,,sen,http://stabenow.senate.gov/,731 Hart Senate Office Building Washington DC 20510,1.0,http://www.stabenow.senate.gov/?p=contact,,1/3/19,202-228-0325,731 Hart Senate Office Building,Democrat,202-224-4822,http://stabenow.senate.gov/rss/?p=news,1/3/13,MI,senior,sen,http://www.stabenow.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Jon,,Tester,Jon Tester,,,8/21/56,M,Jon Tester,Jon Tester,724 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,1.0,http://www.tester.senate.gov/Contact/index.cfm,,1/3/13,202-224-8594,724 Hart Senate Office Building,Democrat,202-224-2644,,1/4/07,MT,,sen,http://tester.senate.gov/,311 Hart Senate Office Building Washington DC 20510,1.0,http://www.tester.senate.gov/?p=email_senator,,1/3/19,202-224-8594,311 Hart Senate Office Building,Democrat,202-224-2644,http://www.tester.senate.gov/rss/?p=hot_topic,1/3/13,MT,senior,sen,http://www.tester.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Sheldon,,Whitehouse,Sheldon Whitehouse,,,10/20/55,M,Sheldon Whitehouse,Sheldon Whitehouse,717 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,1.0,http://www.whitehouse.senate.gov/contact/,,1/3/13,202-228-6362,717 Hart Senate Office Building,Democrat,202-224-2921,,1/4/07,RI,,sen,http://whitehouse.senate.gov/,530 Hart Senate Office Building Washington DC 20510,1.0,http://www.whitehouse.senate.gov/contact,,1/3/19,202-228-6362,530 Hart Senate Office Building,Democrat,202-224-2921,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,1/3/13,RI,junior,sen,https://www.whitehouse.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,John,A.,Barrasso,John Barrasso,,,7/21/52,M,John Barrasso,John Barrasso,307 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,1.0,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=ContactUs.ContactForm,,1/3/13,202-224-1724,307 Dirksen Senate Office Building,Republican,202-224-6441,,6/25/07,WY,,sen,http://barrasso.senate.gov,307 Dirksen Senate Office Building Washington DC 20510,1.0,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=ContactUs.ContactForm,,1/3/19,202-224-1724,307 Dirksen Senate Office Building,Republican,202-224-6441,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,1/3/13,WY,junior,sen,http://www.barrasso.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Roger,F.,Wicker,Roger F. Wicker,,,7/5/51,M,Roger Wicker,Roger Wicker,,,,1.0,1/3/97,,,Republican,,,1/4/95,MS,,rep,,,,,1.0,1/3/99,,,Republican,,,1/7/97,MS,,rep,,,,,1.0,1/3/01,,,Republican,,,1/6/99,MS,,rep,,,,,1.0,1/3/03,,,Republican,,,1/3/01,MS,,rep,,,,,1.0,1/3/05,,,Republican,,,1/7/03,MS,,rep,http://www.house.gov/wicker,,,,1.0,1/3/07,,,Republican,,,1/4/05,MS,,rep,http://www.house.gov/wicker,,,,1.0,12/31/07,,,Republican,,,1/4/07,MS,,rep,http://www.house.gov/wicker,555 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,1.0,http://www.wicker.senate.gov/public/index.cfm?FuseAction=Contact.EMailSenatorWicker,,1/3/13,202-228-0378,555 Dirksen Senate Office Building,Republican,202-224-6253,,12/31/07,MS,,sen,http://wicker.senate.gov,555 Dirksen Senate Office Building Washington DC 20510,1.0,http://www.wicker.senate.gov/public/index.cfm/contact,,1/3/19,202-228-0378,555 Dirksen Senate Office Building,Republican,202-224-6253,,1/3/13,MS,junior,sen,http://www.wicker.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Lamar,,Alexander,Lamar Alexander,,,7/3/40,M,Lamar Alexander,Lamar Alexander,,2.0,,,1/3/09,,,Republican,,,1/7/03,TN,,sen,http://alexander.senate.gov/,455 Dirksen Senate Office Building Washington DC 20510,2.0,http://www.alexander.senate.gov/public/index.cfm?p=Email,,1/3/15,202-228-3398,455 Dirksen Senate Office Building,Republican,202-224-4944,http://www.alexander.senate.gov/public/?a=rss.feed,1/6/09,TN,senior,sen,http://www.alexander.senate.gov,455 Dirksen Senate Office Building Washington DC 20510,2.0,http://www.alexander.senate.gov/public/index.cfm?p=Email,,1/3/21,202-228-3398,455 Dirksen Senate Office Building,Republican,202-224-4944,http://www.alexander.senate.gov/public/?a=rss.feed,1/6/15,TN,senior,sen,http://www.alexander.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Thad,,Cochran,Thad Cochran,,,12/7/37,M,Thad Cochran,Thad Cochran,,,,4.0,1/3/75,,,Republican,,,1/3/73,MS,,rep,,,,,4.0,1/3/77,,,Republican,,,1/14/75,MS,,rep,,,,,4.0,1/3/79,,,Republican,,,1/4/77,MS,,rep,,,2.0,,,1/3/85,,,Republican,,,1/15/79,MS,,sen,,,2.0,,,1/3/91,,,Republican,,,1/3/85,MS,,sen,,,2.0,,,1/3/97,,,Republican,,,1/3/91,MS,,sen,,,2.0,,,1/3/03,,,Republican,,,1/7/97,MS,,sen,,,2.0,,,1/3/09,,,Republican,,,1/7/03,MS,,sen,http://cochran.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,2.0,http://www.cochran.senate.gov/public/index.cfm/email-me,,1/3/15,202-224-9450,113 Dirksen Senate Office Building,Republican,202-224-5054,http://www.cochran.senate.gov/public/index.cfm/rss/feed,1/6/09,MS,senior,sen,http://www.cochran.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,,2.0,http://www.cochran.senate.gov/public/index.cfm/email-me,,1/3/21,202-224-9450,113 Dirksen Senate Office Building,Republican,202-224-5054,http://www.cochran.senate.gov/public/index.cfm/rss/feed,1/6/15,MS,senior,sen,http://www.cochran.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Susan,M.,Collins,Susan M. Collins,,,12/7/52,F,Susan Collins,Susan Collins,,2.0,,,1/3/03,,,Republican,,,1/7/97,ME,,sen,,,2.0,,,1/3/09,,,Republican,,,1/7/03,ME,,sen,http://collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,2.0,http://www.collins.senate.gov/public/index.cfm/email,,1/3/15,202-224-2693,413 Dirksen Senate Office Building,Republican,202-224-2523,http://www.collins.senate.gov/public/?a=rss.feed,1/6/09,ME,senior,sen,http://www.collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,2.0,http://www.collins.senate.gov/public/index.cfm/email,,1/3/21,202-224-2693,413 Dirksen Senate Office Building,Republican,202-224-2523,http://www.collins.senate.gov/public/?a=rss.feed,1/6/15,ME,senior,sen,https://www.collins.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,John,,Cornyn,John Cornyn,,,2/2/52,M,John Cornyn,John Cornyn,,2.0,,,1/3/03,,,Republican,,,1/1/02,TX,,sen,,,2.0,,,1/3/09,,,Republican,,,1/7/03,TX,,sen,http://cornyn.senate.gov/,517 Hart Senate Office Building Washington DC 20510,2.0,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm,,1/3/15,202-228-2856,517 Hart Senate Office Building,Republican,202-224-2934,http://www.cornyn.senate.gov/public/?a=rss.feed,1/6/09,TX,senior,sen,http://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,2.0,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm,,1/3/21,202-228-2856,517 Hart Senate Office Building,Republican,202-224-2934,http://www.cornyn.senate.gov/public/?a=rss.feed,1/6/15,TX,senior,sen,https://www.cornyn.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Richard,J.,Durbin,Richard J. Durbin,,,11/21/44,M,Dick Durbin,Dick Durbin,,,,20.0,1/3/85,,,Democrat,,,1/3/83,IL,,rep,,,,,20.0,1/3/87,,,Democrat,,,1/3/85,IL,,rep,,,,,20.0,1/3/89,,,Democrat,,,1/6/87,IL,,rep,,,,,20.0,1/3/91,,,Democrat,,,1/3/89,IL,,rep,,,,,20.0,1/3/93,,,Democrat,,,1/3/91,IL,,rep,,,,,20.0,1/3/95,,,Democrat,,,1/5/93,IL,,rep,,,,,20.0,1/3/97,,,Democrat,,,1/4/95,IL,,rep,,,2.0,,,1/3/03,,,Democrat,,,1/7/97,IL,,sen,,,2.0,,,1/3/09,,,Democrat,,,1/7/03,IL,,sen,http://durbin.senate.gov,711 Hart Senate Office Building Washington DC 20510,,2.0,http://www.durbin.senate.gov/public/index.cfm/contact,,1/3/15,202-228-0400,711 Hart Senate Office Building,Democrat,202-224-2152,http://durbin.senate.gov/public/index.cfm/rss/feed,1/6/09,IL,senior,sen,http://www.durbin.senate.gov,711 Hart Senate Office Building Washington DC 20510,2.0,http://www.durbin.senate.gov/public/index.cfm/contact,,1/3/21,202-228-0400,711 Hart Senate Office Building,Democrat,202-224-2152,http://durbin.senate.gov/public/index.cfm/rss/feed,1/6/15,IL,senior,sen,http://www.durbin.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Michael,B.,Enzi,Michael B. Enzi,,,2/1/44,M,Mike Enzi,Mike Enzi,,2.0,,,1/3/03,,,Republican,,,1/7/97,WY,,sen,,,2.0,,,1/3/09,,,Republican,,,1/7/03,WY,,sen,http://enzi.senate.gov,379A Russell Senate Office Building Washington DC 20510,2.0,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,,1/3/15,202-228-0359,379a Russell Senate Office Building,Republican,202-224-3424,http://www.enzi.senate.gov/public/index.cfm/rss/feed,1/6/09,WY,senior,sen,http://www.enzi.senate.gov,379A Russell Senate Office Building Washington DC 20510,2.0,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,,1/3/21,202-228-0359,379a Russell Senate Office Building,Republican,202-224-3424,http://www.enzi.senate.gov/public/index.cfm/rss/feed,1/6/15,WY,senior,sen,http://www.enzi.senate.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
